0.375044	0.768017	0.868144	0.353500	0.784905	0.870851
0.346949	0.787642	0.871621	0.346404	0.790424	0.872246
0.337010	0.794582	0.872016	0.341785	0.814646	0.824232
0.331329	0.798768	0.872951	0.362495	0.774621	0.879618
0.326787	0.802328	0.873371	0.333838	0.787188	0.896230
0.324307	0.804531	0.873739	0.334338	0.819786	0.831567
0.322599	0.804775	0.874215	0.331980	0.804133	0.867563
0.320904	0.806336	0.874472	0.339480	0.815305	0.825341
0.320017	0.807144	0.874617	0.330079	0.819045	0.838321
0.318301	0.809533	0.874523	0.328770	0.818037	0.840985
0.317535	0.808883	0.874771	0.321869	0.797276	0.889979
0.316493	0.810166	0.874646	0.321263	0.814391	0.858642
0.315808	0.810977	0.875476	0.321693	0.816646	0.857701
0.315329	0.810265	0.876450	0.322581	0.814302	0.861545
0.314059	0.812355	0.875323	0.333313	0.823235	0.825803
0.314240	0.811335	0.876536	0.320011	0.788696	0.908765
0.313051	0.812442	0.876352	0.328768	0.770770	0.930401
0.312602	0.812456	0.877243	0.338737	0.811337	0.864389
0.312417	0.812797	0.877286	0.313682	0.800971	0.895492
0.311381	0.813693	0.877020	0.319404	0.809411	0.874006
0.311654	0.813229	0.877239	0.312558	0.808854	0.884647
0.310492	0.814499	0.876851	0.327063	0.823517	0.837633
0.310392	0.814315	0.877257	0.318766	0.820793	0.848855
0.309326	0.815521	0.878230	0.322784	0.802222	0.887953
0.309707	0.814738	0.877877	0.315373	0.828619	0.846449
0.308758	0.815970	0.878263	0.323781	0.809527	0.868633
0.308612	0.815473	0.878691	0.338657	0.833390	0.807804
0.307859	0.816301	0.878365	0.313667	0.831096	0.845181
0.308451	0.815891	0.878171	0.316335	0.828195	0.844105
0.308043	0.815982	0.878432	0.312883	0.825882	0.855942
0.307354	0.816143	0.879813	0.316641	0.807948	0.879522
0.308108	0.815708	0.879233	0.320139	0.809745	0.883736
0.306951	0.816505	0.879430	0.316531	0.826665	0.845604
0.306764	0.816788	0.879798	0.311829	0.826338	0.856048
0.306208	0.817397	0.879578	0.317099	0.837413	0.829681
0.306533	0.817127	0.879598	0.314112	0.804829	0.887709
0.305988	0.817090	0.879895	0.319241	0.812294	0.874137
0.305673	0.817411	0.880572	0.318534	0.837421	0.833431
0.305027	0.818365	0.880227	0.323248	0.835770	0.818562
0.304283	0.818670	0.880214	0.327263	0.819248	0.861247
0.304061	0.818966	0.879766	0.316112	0.835882	0.833341
0.304153	0.818739	0.880692	0.309366	0.810984	0.890019
0.303448	0.819519	0.880804	0.314245	0.812384	0.875260
0.302997	0.819479	0.881111	0.317185	0.804286	0.890434
0.302367	0.820658	0.880576	0.314041	0.804967	0.891799
0.302651	0.820616	0.879875	0.331399	0.835828	0.809317
0.302704	0.820617	0.879060	0.312100	0.805066	0.891595
0.301875	0.820730	0.880718	0.313844	0.808507	0.881116
0.301410	0.821042	0.881210	0.346418	0.846054	0.758564
0.301300	0.821352	0.880493	0.313641	0.831230	0.847543
0.300787	0.821920	0.880408	0.314025	0.820712	0.863618
0.301141	0.821545	0.880723	0.310717	0.830584	0.850963
0.300260	0.823028	0.879680	0.306752	0.824528	0.868300
0.300105	0.821816	0.881363	0.302854	0.822325	0.876922
0.300548	0.821825	0.880529	0.309844	0.800352	0.899254
0.299963	0.822184	0.881128	0.317891	0.834822	0.835625
0.299744	0.822354	0.881523	0.315628	0.844196	0.826225
0.299195	0.823682	0.880212	0.308915	0.834368	0.849992
0.298980	0.823419	0.880345	0.308128	0.807864	0.896642
0.299386	0.822297	0.881421	0.312481	0.843091	0.827124
0.298427	0.823147	0.881653	0.324251	0.836042	0.822734
0.298170	0.823727	0.881334	0.311483	0.817882	0.874313
0.298183	0.823211	0.881281	0.309243	0.824895	0.869680
0.298132	0.823154	0.881798	0.312908	0.829767	0.846996
0.297974	0.823997	0.880656	0.325176	0.839934	0.802746
0.297748	0.823981	0.881660	0.308198	0.824845	0.863058
0.297699	0.824454	0.880745	0.307149	0.807988	0.898321
0.297333	0.823747	0.882651	0.325562	0.812303	0.863483
0.297487	0.823428	0.882583	0.307274	0.826017	0.863885
0.297212	0.823872	0.882262	0.304919	0.821678	0.875852
0.296617	0.824354	0.882152	0.303950	0.831627	0.860402
0.296310	0.824876	0.882306	0.305966	0.807751	0.898444
0.296528	0.824732	0.882221	0.310143	0.831243	0.855682
0.296549	0.824263	0.882403	0.315785	0.821226	0.860711
0.295951	0.824796	0.882496	0.311114	0.818488	0.872320
0.295764	0.824814	0.883062	0.302578	0.810890	0.896398
0.296079	0.825076	0.882231	0.304309	0.811153	0.892837
0.295514	0.824939	0.882926	0.324032	0.840922	0.808613
0.295518	0.825552	0.882079	0.305710	0.823973	0.870678
0.295154	0.825452	0.883174	0.305006	0.840789	0.843583
0.295470	0.825318	0.882979	0.304130	0.816834	0.891950
0.294905	0.825589	0.882886	0.310942	0.813810	0.876369
0.295776	0.825060	0.883185	0.304911	0.836030	0.853152
0.294694	0.825340	0.883390	0.305349	0.830660	0.859250
0.294562	0.825767	0.883580	0.317850	0.800789	0.884483
0.294668	0.825746	0.883202	0.317975	0.842504	0.818093
0.294839	0.826126	0.882226	0.304242	0.811743	0.897311
0.294726	0.826106	0.882832	0.303226	0.809881	0.897762
0.294186	0.825861	0.883170	0.320920	0.828142	0.837495
0.294200	0.826244	0.882280	0.302372	0.823863	0.877247
0.293633	0.826763	0.883391	0.330554	0.841110	0.812831
0.293999	0.826665	0.883226	0.305210	0.832777	0.856292
0.293871	0.825917	0.883621	0.302752	0.827697	0.869066
0.293703	0.826686	0.883267	0.303329	0.800200	0.913169
0.293372	0.826593	0.883667	0.306494	0.836937	0.844136
0.294014	0.826073	0.883582	0.304205	0.824137	0.873247
0.293192	0.826729	0.884204	0.310282	0.819059	0.879187
0.293617	0.826154	0.884078	0.305216	0.809630	0.900006
0.292993	0.826329	0.884780	0.312340	0.815209	0.873430
0.293240	0.826484	0.884468	0.306918	0.839129	0.845345
0.293252	0.826177	0.883783	0.305465	0.813235	0.889554
