0.210155	0.184424
0.181565	0.178386
0.172611	0.176173
0.167456	0.166829
0.164011	0.166906
0.161551	0.162072
0.159893	0.163653
0.158161	0.156500
0.156758	0.160254
0.155730	0.158549
0.154200	0.151751
0.152725	0.155754
0.151765	0.156273
0.151046	0.154365
0.150247	0.149492
0.149771	0.153265
0.149238	0.150406
0.149050	0.148479
0.148716	0.152550
0.148401	0.154707
0.147780	0.149075
0.147615	0.145923
0.146992	0.155025
0.146997	0.145553
0.146444	0.147705
0.146365	0.153454
0.146013	0.147219
0.145748	0.150142
0.145954	0.149369
0.145814	0.148158
0.145659	0.151664
0.145518	0.150814
0.145324	0.146421
0.144934	0.155621
0.144866	0.146552
0.144958	0.146335
0.144582	0.145043
0.144395	0.145669
0.144478	0.157750
0.144171	0.148143
0.143928	0.147205
0.144077	0.148979
0.143650	0.145934
0.143942	0.146546
0.143917	0.149112
0.143645	0.145495
0.143488	0.148698
0.143379	0.148359
0.143466	0.146413
0.143297	0.145555
0.143352	0.163278
0.143267	0.145875
0.143130	0.142576
0.143083	0.151553
0.143220	0.144046
0.142793	0.143734
0.142960	0.144708
0.143027	0.146325
0.142633	0.149405
0.142500	0.147876
0.142781	0.147465
0.142492	0.145021
0.142504	0.151627
0.142207	0.143425
0.142189	0.146280
0.142399	0.150095
0.142577	0.145377
0.142161	0.148525
0.141963	0.141254
0.142204	0.149893
0.141819	0.146848
0.141639	0.142347
0.141708	0.144503
0.141718	0.146465
0.141518	0.146006
0.141362	0.142618
0.141359	0.152063
0.141458	0.145380
0.141378	0.150073
0.141412	0.144756
0.141131	0.144386
0.140854	0.146904
0.140913	0.143778
0.141128	0.144081
0.140994	0.142802
0.140800	0.149856
0.140684	0.145076
0.140672	0.140453
0.140863	0.144209
0.140786	0.149934
0.140460	0.140964
0.140504	0.145023
0.140290	0.141837
0.140395	0.148459
0.140359	0.145510
0.140140	0.148552
0.140257	0.142340
0.140467	0.145355
0.139976	0.142119
0.140110	0.148479
